name_slug,twok_year,Rating,Team,Height,Wingspan
zach-collins,NBA 2K20,74,Portland Trail Blazers,"6'11"" (211cm)","7'1"" (216cm)"
zach-collins,NBA 2K19,74,Portland Trail Blazers,"6'11"" (211cm)","7'1"" (216cm)"
zach-collins,NBA 2K18,70,Portland Trail Blazers,"6'11"" (211cm)","7'1"" (216cm)"
tre-jones,NBA 2K25,76,"Chicago Bulls, San Antonio Spurs","6'1"" (185cm)","6'4"" (193cm)"
tre-jones,NBA 2K24,78,San Antonio Spurs,"6'1"" (185cm)","6'4"" (193cm)"
tre-jones,NBA 2K23,74,San Antonio Spurs,"6'1"" (185cm)","6'4"" (193cm)"
tre-jones,NBA 2K22,74,San Antonio Spurs,"6'1"" (185cm)","6'4"" (193cm)"
tre-jones,NBA 2K21,70,San Antonio Spurs,"6'1"" (185cm)","6'4"" (193cm)"
jalen-smith,NBA 2K25,78,Chicago Bulls,"6'9"" (206cm)","7'2"" (218cm)"
jalen-smith,NBA 2K24,76,Indiana Pacers,"6'9"" (206cm)","7'2"" (218cm)"
jalen-smith,NBA 2K23,76,Indiana Pacers,"6'9"" (206cm)","7'2"" (218cm)"
jalen-smith,NBA 2K22,78,"Indiana Pacers, Phoenix Suns","6'9"" (206cm)","7'2"" (218cm)"
jalen-smith,NBA 2K21,72,Phoenix Suns,"6'9"" (206cm)","7'2"" (218cm)"
talen-horton-tucker,NBA 2K25,74,Chicago Bulls,"6'4"" (193cm)","7'1"" (216cm)"
talen-horton-tucker,NBA 2K24,78,Utah Jazz,"6'4"" (193cm)","7'1"" (216cm)"
talen-horton-tucker,NBA 2K23,74,Utah Jazz,"6'4"" (193cm)","7'1"" (216cm)"
talen-horton-tucker,NBA 2K22,74,Los Angeles Lakers,"6'4"" (193cm)","7'1"" (216cm)"
talen-horton-tucker,NBA 2K21,75,Los Angeles Lakers,"6'4"" (193cm)","7'1"" (216cm)"
talen-horton-tucker,NBA 2K20,70,Los Angeles Lakers,"6'4"" (193cm)","7'1"" (216cm)"
ej-liddell,NBA 2K25,70,Chicago Bulls,"6'6"" (198cm)","7'0"" (213cm)"
ej-liddell,NBA 2K24,70,New Orleans Pelicans,"6'6"" (198cm)","7'0"" (213cm)"
ej-liddell,NBA 2K23,70,New Orleans Pelicans,"6'6"" (198cm)","7'0"" (213cm)"
chris-duarte,NBA 2K25,72,Free Agent,"6'5"" (196cm)","6'7"" (201cm)"
chris-duarte,NBA 2K24,75,Sacramento Kings,"6'5"" (196cm)","6'7"" (201cm)"
chris-duarte,NBA 2K23,78,Indiana Pacers,"6'5"" (196cm)","6'7"" (201cm)"
chris-duarte,NBA 2K22,78,Indiana Pacers,"6'5"" (196cm)","6'7"" (201cm)"
cody-zeller,NBA 2K25,73,Free Agent,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K24,76,New Orleans Pelicans,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K23,74,Miami Heat,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K22,77,Portland Trail Blazers,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K21,79,Charlotte Hornets,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K20,79,Charlotte Hornets,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K19,78,Charlotte Hornets,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K18,76,Charlotte Hornets,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K17,76,Charlotte Hornets,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K16,76,Charlotte Hornets,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K15,75,Charlotte Hornets,"6'11"" (211cm)","6'9"" (206cm)"
cody-zeller,NBA 2K14,68,Charlotte Bobcats,"6'11"" (211cm)","6'9"" (206cm)"
bismack-biyombo,NBA 2K25,72,San Antonio Spurs,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K24,75,"Memphis Grizzlies, Oklahoma City Thunder","6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K23,72,Phoenix Suns,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K22,72,Phoenix Suns,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K21,74,Charlotte Hornets,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K20,78,Charlotte Hornets,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K19,76,Charlotte Hornets,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K18,73,Orlando Magic,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K17,77,Orlando Magic,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K16,78,Toronto Raptors,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K15,75,Charlotte Hornets,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K14,67,Charlotte Bobcats,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K13,62,Charlotte Bobcats,"6'8"" (203cm)","7'6"" (229cm)"
bismack-biyombo,NBA 2K12,57,Charlotte Bobcats,"6'8"" (203cm)","7'6"" (229cm)"
nicolas-batum,NBA 2K25,73,Los Angeles Clippers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K24,74,"Los Angeles Clippers, Philadelphia 76ers","6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K23,76,Los Angeles Clippers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K22,76,Los Angeles Clippers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K21,76,Los Angeles Clippers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K20,73,Charlotte Hornets,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K19,76,Charlotte Hornets,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K18,78,Charlotte Hornets,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K17,79,Charlotte Hornets,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K16,80,Charlotte Hornets,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K15,78,Portland Trail Blazers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K14,79,Portland Trail Blazers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K13,79,Portland Trail Blazers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K12,80,Portland Trail Blazers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K11,77,Portland Trail Blazers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K10,74,Portland Trail Blazers,"6'8"" (203cm)","7'1"" (216cm)"
nicolas-batum,NBA 2K9,74,Portland Trail Blazers,"6'8"" (203cm)","7'1"" (216cm)"
christian-wood,NBA 2K25,74,Free Agent,"6'9"" (206cm)","7'3"" (221cm)"
christian-wood,NBA 2K24,79,Los Angeles Lakers,"6'9"" (206cm)","7'3"" (221cm)"
christian-wood,NBA 2K23,84,Dallas Mavericks,"6'9"" (206cm)","7'3"" (221cm)"
christian-wood,NBA 2K22,84,Houston Rockets,"6'9"" (206cm)","7'3"" (221cm)"
christian-wood,NBA 2K21,84,Houston Rockets,"6'9"" (206cm)","7'3"" (221cm)"
christian-wood,NBA 2K20,84,Detroit Pistons,"6'9"" (206cm)","7'3"" (221cm)"
christian-wood,NBA 2K19,73,"Milwaukee Bucks, New Orleans Pelicans","6'9"" (206cm)","7'3"" (221cm)"
christian-wood,NBA 2K18,68,Free Agent,"6'9"" (206cm)","7'3"" (221cm)"
christian-wood,NBA 2K17,68,Charlotte Hornets,"6'9"" (206cm)","7'3"" (221cm)"
christian-wood,NBA 2K16,67,Philadelphia 76ers,"6'9"" (206cm)","7'3"" (221cm)"
malik-monk,NBA 2K25,83,Sacramento Kings,"6'3"" (191cm)","6'5"" (196cm)"
malik-monk,NBA 2K24,82,Sacramento Kings,"6'3"" (191cm)","6'5"" (196cm)"
malik-monk,NBA 2K23,77,Sacramento Kings,"6'3"" (191cm)","6'5"" (196cm)"
malik-monk,NBA 2K22,78,Los Angeles Lakers,"6'3"" (191cm)","6'5"" (196cm)"
malik-monk,NBA 2K21,78,Charlotte Hornets,"6'3"" (191cm)","6'5"" (196cm)"
malik-monk,NBA 2K20,76,Charlotte Hornets,"6'3"" (191cm)","6'5"" (196cm)"
malik-monk,NBA 2K19,75,Charlotte Hornets,"6'3"" (191cm)","6'5"" (196cm)"
malik-monk,NBA 2K18,73,Charlotte Hornets,"6'3"" (191cm)","6'5"" (196cm)"
devonte-graham,NBA 2K25,72,Free Agent,"6'1"" (185cm)","6'6"" (198cm)"
devonte-graham,NBA 2K24,75,San Antonio Spurs,"6'1"" (185cm)","6'6"" (198cm)"
devonte-graham,NBA 2K23,75,"New Orleans Pelicans, San Antonio Spurs","6'1"" (185cm)","6'6"" (198cm)"
devonte-graham,NBA 2K22,75,New Orleans Pelicans,"6'1"" (185cm)","6'6"" (198cm)"
devonte-graham,NBA 2K21,79,Charlotte Hornets,"6'1"" (185cm)","6'6"" (198cm)"
devonte-graham,NBA 2K20,80,Charlotte Hornets,"6'1"" (185cm)","6'6"" (198cm)"
devonte-graham,NBA 2K19,69,Charlotte Hornets,"6'1"" (185cm)","6'6"" (198cm)"
pj-washington,NBA 2K25,80,Dallas Mavericks,"6'7"" (201cm)","7'3"" (221cm)"
pj-washington,NBA 2K24,77,"Charlotte Hornets, Dallas Mavericks","6'7"" (201cm)","7'3"" (221cm)"
pj-washington,NBA 2K23,78,Charlotte Hornets,"6'7"" (201cm)","7'3"" (221cm)"
pj-washington,NBA 2K22,78,Charlotte Hornets,"6'7"" (201cm)","7'3"" (221cm)"
pj-washington,NBA 2K21,78,Charlotte Hornets,"6'7"" (201cm)","7'3"" (221cm)"
pj-washington,NBA 2K20,77,Charlotte Hornets,"6'7"" (201cm)","7'3"" (221cm)"
cody-martin,NBA 2K25,76,"Charlotte Hornets, Phoenix Suns","6'6"" (198cm)","6'10"" (208cm)"
cody-martin,NBA 2K24,74,Charlotte Hornets,"6'6"" (198cm)","6'10"" (208cm)"
cody-martin,NBA 2K23,75,Charlotte Hornets,"6'6"" (198cm)","6'10"" (208cm)"
cody-martin,NBA 2K22,75,Charlotte Hornets,"6'6"" (198cm)","6'10"" (208cm)"
cody-martin,NBA 2K21,72,Charlotte Hornets,"6'6"" (198cm)","6'10"" (208cm)"
cody-martin,NBA 2K20,72,Charlotte Hornets,"6'6"" (198cm)","6'10"" (208cm)"
jalen-mcdaniels,NBA 2K25,72,Free Agent,"6'9"" (206cm)","7'0"" (213cm)"
jalen-mcdaniels,NBA 2K24,76,Toronto Raptors,"6'9"" (206cm)","7'0"" (213cm)"
jalen-mcdaniels,NBA 2K23,73,"Charlotte Hornets, Philadelphia 76ers","6'9"" (206cm)","7'0"" (213cm)"
jalen-mcdaniels,NBA 2K22,74,Charlotte Hornets,"6'9"" (206cm)","7'0"" (213cm)"
jalen-mcdaniels,NBA 2K21,74,Charlotte Hornets,"6'9"" (206cm)","7'0"" (213cm)"
jalen-mcdaniels,NBA 2K20,70,Charlotte Hornets,"6'9"" (206cm)","7'0"" (213cm)"
caleb-martin,NBA 2K25,77,"Dallas Mavericks, Philadelphia 76ers","6'5"" (196cm)","6'10"" (208cm)"
caleb-martin,NBA 2K24,79,Miami Heat,"6'5"" (196cm)","6'10"" (208cm)"
caleb-martin,NBA 2K23,76,Miami Heat,"6'5"" (196cm)","6'10"" (208cm)"
caleb-martin,NBA 2K22,77,Miami Heat,"6'5"" (196cm)","6'10"" (208cm)"
caleb-martin,NBA 2K21,71,Charlotte Hornets,"6'5"" (196cm)","6'10"" (208cm)"
caleb-martin,NBA 2K20,69,Charlotte Hornets,"6'5"" (196cm)","6'10"" (208cm)"
nick-richards,NBA 2K25,78,"Charlotte Hornets, Phoenix Suns","7'0"" (213cm)","7'2"" (218cm)"
nick-richards,NBA 2K24,76,Charlotte Hornets,"7'0"" (213cm)","7'2"" (218cm)"
nick-richards,NBA 2K23,73,Charlotte Hornets,"7'0"" (213cm)","7'2"" (218cm)"
nick-richards,NBA 2K22,74,Charlotte Hornets,"7'0"" (213cm)","7'2"" (218cm)"
nick-richards,NBA 2K21,69,Charlotte Hornets,"7'0"" (213cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K25,80,Philadelphia 76ers,"6'7"" (201cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K24,79,Philadelphia 76ers,"6'7"" (201cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K23,79,Charlotte Hornets,"6'7"" (201cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K22,78,Charlotte Hornets,"6'7"" (201cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K21,78,Golden State Warriors,"6'7"" (201cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K20,81,Phoenix Suns,"6'7"" (201cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K19,79,"Phoenix Suns, Washington Wizards","6'7"" (201cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K18,77,Washington Wizards,"6'7"" (201cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K17,73,Washington Wizards,"6'7"" (201cm)","7'2"" (218cm)"
kelly-oubre-jr,NBA 2K16,70,Washington Wizards,"6'7"" (201cm)","7'2"" (218cm)"
theo-maledon,NBA 2K25,71,Free Agent,"6'4"" (193cm)","6'9"" (206cm)"
theo-maledon,NBA 2K24,72,Free Agent,"6'4"" (193cm)","6'9"" (206cm)"
theo-maledon,NBA 2K23,72,Charlotte Hornets,"6'4"" (193cm)","6'9"" (206cm)"
theo-maledon,NBA 2K22,74,Oklahoma City Thunder,"6'4"" (193cm)","6'9"" (206cm)"
theo-maledon,NBA 2K21,75,Oklahoma City Thunder,"6'4"" (193cm)","6'9"" (206cm)"
mark-williams,NBA 2K25,83,Charlotte Hornets,"7'0"" (213cm)","7'7"" (231cm)"
mark-williams,NBA 2K24,77,Charlotte Hornets,"7'0"" (213cm)","7'7"" (231cm)"
mark-williams,NBA 2K23,72,Charlotte Hornets,"7'0"" (213cm)","7'7"" (231cm)"
bryce-mcgowens,NBA 2K25,71,Portland Trail Blazers,"6'6"" (198cm)","6'9"" (206cm)"
bryce-mcgowens,NBA 2K24,71,Charlotte Hornets,"6'6"" (198cm)","6'9"" (206cm)"
james-bouknight,NBA 2K25,71,Free Agent,"6'4"" (193cm)","6'8"" (203cm)"
james-bouknight,NBA 2K24,71,Free Agent,"6'4"" (193cm)","6'8"" (203cm)"
jt-thor,NBA 2K25,70,Washington Wizards,"6'9"" (206cm)","7'3"" (221cm)"
jt-thor,NBA 2K24,71,Charlotte Hornets,"6'9"" (206cm)","7'3"" (221cm)"
jt-thor,NBA 2K23,70,Charlotte Hornets,"6'9"" (206cm)","7'3"" (221cm)"
jt-thor,NBA 2K22,70,Charlotte Hornets,"6'9"" (206cm)","7'3"" (221cm)"
kai-jones,NBA 2K25,71,"Dallas Mavericks, Los Angeles Clippers","6'11"" (211cm)","7'2"" (218cm)"
kai-jones,NBA 2K24,70,"Charlotte Hornets, Los Angeles Clippers, Philadelphia 76ers","6'11"" (211cm)","7'2"" (218cm)"
kai-jones,NBA 2K23,72,Charlotte Hornets,"6'11"" (211cm)","7'2"" (218cm)"
kai-jones,NBA 2K22,72,Charlotte Hornets,"6'11"" (211cm)","7'2"" (218cm)"
kobi-simmons,NBA 2K25,68,Free Agent,"6'5"" (196cm)","6'6"" (198cm)"
kobi-simmons,NBA 2K24,68,Free Agent,"6'5"" (196cm)","6'6"" (198cm)"
kobi-simmons,NBA 2K23,68,Charlotte Hornets,"6'5"" (196cm)","6'6"" (198cm)"
kobi-simmons,NBA 2K22,66,Free Agent,"6'5"" (196cm)","6'6"" (198cm)"
kobi-simmons,NBA 2K21,66,Free Agent,"6'5"" (196cm)","6'6"" (198cm)"
kobi-simmons,NBA 2K20,66,Free Agent,"6'5"" (196cm)","6'6"" (198cm)"
kobi-simmons,NBA 2K19,66,Free Agent,"6'5"" (196cm)","6'6"" (198cm)"
kobi-simmons,NBA 2K18,65,Cleveland Cavaliers,"6'5"" (196cm)","6'6"" (198cm)"
ish-smith,NBA 2K25,72,Free Agent,"6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K24,73,Free Agent,"6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K23,75,Denver Nuggets,"6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K22,74,"Charlotte Hornets, Washington Wizards","6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K21,74,Washington Wizards,"6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K20,77,Washington Wizards,"6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K19,74,Detroit Pistons,"6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K18,77,Detroit Pistons,"6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K17,76,Detroit Pistons,"6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K16,76,"New Orleans Pelicans, Philadelphia 76ers","6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K15,72,"Oklahoma City Thunder, Philadelphia 76ers","6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K14,72,Phoenix Suns,"6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K13,67,"Milwaukee Bucks, Orlando Magic","6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K12,60,"Golden State Warriors, Orlando Magic","6'0"" (183cm)","6'5"" (196cm)"
ish-smith,NBA 2K11,60,"Houston Rockets, Memphis Grizzlies","6'0"" (183cm)","6'5"" (196cm)"
tre-mann,NBA 2K25,79,Charlotte Hornets,"6'3"" (191cm)","6'4"" (193cm)"
tre-mann,NBA 2K24,75,"Charlotte Hornets, Oklahoma City Thunder","6'3"" (191cm)","6'4"" (193cm)"
tre-mann,NBA 2K23,75,Oklahoma City Thunder,"6'3"" (191cm)","6'4"" (193cm)"
tre-mann,NBA 2K22,77,Oklahoma City Thunder,"6'3"" (191cm)","6'4"" (193cm)"
vasilije-micic,NBA 2K25,73,"Charlotte Hornets, Phoenix Suns","6'3"" (191cm)","6'7"" (201cm)"
vasilije-micic,NBA 2K24,77,"Charlotte Hornets, Oklahoma City Thunder","6'3"" (191cm)","6'7"" (201cm)"
davis-bertans,NBA 2K25,73,Free Agent,"6'10"" (208cm)","6'10"" (208cm)"
davis-bertans,NBA 2K24,72,"Charlotte Hornets, Oklahoma City Thunder","6'10"" (208cm)","6'10"" (208cm)"
davis-bertans,NBA 2K23,73,Dallas Mavericks,"6'10"" (208cm)","6'10"" (208cm)"
davis-bertans,NBA 2K22,73,"Dallas Mavericks, Washington Wizards","6'10"" (208cm)","6'10"" (208cm)"
davis-bertans,NBA 2K21,77,Washington Wizards,"6'10"" (208cm)","6'10"" (208cm)"
davis-bertans,NBA 2K20,80,Washington Wizards,"6'10"" (208cm)","6'10"" (208cm)"
davis-bertans,NBA 2K19,76,San Antonio Spurs,"6'10"" (208cm)","6'10"" (208cm)"
davis-bertans,NBA 2K18,75,San Antonio Spurs,"6'10"" (208cm)","6'10"" (208cm)"
davis-bertans,NBA 2K17,72,San Antonio Spurs,"6'10"" (208cm)","6'10"" (208cm)"
aleksej-pokusevski,NBA 2K25,70,Free Agent,"7'0"" (213cm)","7'3"" (221cm)"
aleksej-pokusevski,NBA 2K24,76,"Charlotte Hornets, Oklahoma City Thunder","7'0"" (213cm)","7'3"" (221cm)"
aleksej-pokusevski,NBA 2K23,75,Oklahoma City Thunder,"7'0"" (213cm)","7'3"" (221cm)"
aleksej-pokusevski,NBA 2K22,76,Oklahoma City Thunder,"7'0"" (213cm)","7'3"" (221cm)"
aleksej-pokusevski,NBA 2K21,73,Oklahoma City Thunder,"7'0"" (213cm)","7'3"" (221cm)"
marques-bolden,NBA 2K25,69,Free Agent,"6'10"" (208cm)","7'4"" (224cm)"
marques-bolden,NBA 2K24,68,"Charlotte Hornets, Milwaukee Bucks","6'10"" (208cm)","7'4"" (224cm)"
marques-bolden,NBA 2K23,68,Free Agent,"6'10"" (208cm)","7'4"" (224cm)"
marques-bolden,NBA 2K22,68,Free Agent,"6'10"" (208cm)","7'4"" (224cm)"
marques-bolden,NBA 2K21,68,Cleveland Cavaliers,"6'10"" (208cm)","7'4"" (224cm)"
marques-bolden,NBA 2K20,68,Cleveland Cavaliers,"6'10"" (208cm)","7'4"" (224cm)"
nathan-mensah,NBA 2K25,67,Free Agent,"6'10"" (208cm)","7'4"" (224cm)"
nathan-mensah,NBA 2K24,67,Free Agent,"6'10"" (208cm)","7'4"" (224cm)"
leaky-black,NBA 2K25,70,Free Agent,"6'6"" (198cm)","7'0"" (213cm)"
leaky-black,NBA 2K24,67,Charlotte Hornets,"6'6"" (198cm)","7'0"" (213cm)"
frank-ntilikina,NBA 2K25,72,Free Agent,"6'4"" (193cm)","7'1"" (216cm)"
frank-ntilikina,NBA 2K24,72,Free Agent,"6'4"" (193cm)","7'1"" (216cm)"
frank-ntilikina,NBA 2K23,72,Dallas Mavericks,"6'4"" (193cm)","7'1"" (216cm)"
frank-ntilikina,NBA 2K22,72,Dallas Mavericks,"6'4"" (193cm)","7'1"" (216cm)"
frank-ntilikina,NBA 2K21,73,New York Knicks,"6'4"" (193cm)","7'1"" (216cm)"
frank-ntilikina,NBA 2K20,73,New York Knicks,"6'4"" (193cm)","7'1"" (216cm)"
frank-ntilikina,NBA 2K19,72,New York Knicks,"6'4"" (193cm)","7'1"" (216cm)"
frank-ntilikina,NBA 2K18,73,New York Knicks,"6'4"" (193cm)","7'1"" (216cm)"
amari-bailey,NBA 2K25,68,Free Agent,"6'3"" (191cm)","6'7"" (201cm)"
amari-bailey,NBA 2K24,69,Charlotte Hornets,"6'3"" (191cm)","6'7"" (201cm)"
josh-green,NBA 2K25,76,Charlotte Hornets,"6'7"" (201cm)","6'10"" (208cm)"
josh-green,NBA 2K24,76,Dallas Mavericks,"6'7"" (201cm)","6'10"" (208cm)"
josh-green,NBA 2K23,73,Dallas Mavericks,"6'7"" (201cm)","6'10"" (208cm)"
josh-green,NBA 2K22,74,Dallas Mavericks,"6'7"" (201cm)","6'10"" (208cm)"
josh-green,NBA 2K21,72,Dallas Mavericks,"6'7"" (201cm)","6'10"" (208cm)"
josh-okogie,NBA 2K25,77,"Charlotte Hornets, Phoenix Suns","6'4"" (193cm)","7'0"" (213cm)"
josh-okogie,NBA 2K24,77,Phoenix Suns,"6'4"" (193cm)","7'0"" (213cm)"
josh-okogie,NBA 2K23,71,Phoenix Suns,"6'4"" (193cm)","7'0"" (213cm)"
josh-okogie,NBA 2K22,71,Minnesota Timberwolves,"6'4"" (193cm)","7'0"" (213cm)"
josh-okogie,NBA 2K21,74,Minnesota Timberwolves,"6'4"" (193cm)","7'0"" (213cm)"
josh-okogie,NBA 2K20,75,Minnesota Timberwolves,"6'4"" (193cm)","7'0"" (213cm)"
josh-okogie,NBA 2K19,70,Minnesota Timberwolves,"6'4"" (193cm)","7'0"" (213cm)"
daquan-jeffries,NBA 2K25,71,Charlotte Hornets,"6'5"" (196cm)","6'11"" (211cm)"
daquan-jeffries,NBA 2K24,71,New York Knicks,"6'5"" (196cm)","6'11"" (211cm)"
daquan-jeffries,NBA 2K23,70,Free Agent,"6'5"" (196cm)","6'11"" (211cm)"
daquan-jeffries,NBA 2K22,70,Memphis Grizzlies,"6'5"" (196cm)","6'11"" (211cm)"
daquan-jeffries,NBA 2K21,71,"Houston Rockets, Sacramento Kings","6'5"" (196cm)","6'11"" (211cm)"
daquan-jeffries,NBA 2K20,69,Sacramento Kings,"6'5"" (196cm)","6'11"" (211cm)"
jusuf-nurkic,NBA 2K25,78,"Charlotte Hornets, Phoenix Suns","7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K24,81,Phoenix Suns,"7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K23,82,Portland Trail Blazers,"7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K22,83,Portland Trail Blazers,"7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K21,82,Portland Trail Blazers,"7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K20,83,Portland Trail Blazers,"7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K19,85,Portland Trail Blazers,"7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K18,81,Portland Trail Blazers,"7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K17,75,"Denver Nuggets, Portland Trail Blazers","7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K16,74,Denver Nuggets,"7'0"" (213cm)","7'2"" (218cm)"
jusuf-nurkic,NBA 2K15,79,Denver Nuggets,"7'0"" (213cm)","7'2"" (218cm)"
moussa-diabate,NBA 2K25,76,Charlotte Hornets,"6'9"" (206cm)","7'1"" (216cm)"
moussa-diabate,NBA 2K24,70,Los Angeles Clippers,"6'9"" (206cm)","7'1"" (216cm)"
moussa-diabate,NBA 2K23,69,Los Angeles Clippers,"6'9"" (206cm)","7'1"" (216cm)"
isaiah-wong,NBA 2K25,71,Free Agent,"6'3"" (191cm)","6'7"" (201cm)"
isaiah-wong,NBA 2K24,68,Indiana Pacers,"6'3"" (191cm)","6'7"" (201cm)"
malachi-flynn,NBA 2K25,72,Charlotte Hornets,"6'1"" (185cm)","6'3"" (191cm)"
malachi-flynn,NBA 2K24,72,"Detroit Pistons, New York Knicks, Toronto Raptors","6'1"" (185cm)","6'3"" (191cm)"
malachi-flynn,NBA 2K23,74,Toronto Raptors,"6'1"" (185cm)","6'3"" (191cm)"
malachi-flynn,NBA 2K22,74,Toronto Raptors,"6'1"" (185cm)","6'3"" (191cm)"
malachi-flynn,NBA 2K21,75,Toronto Raptors,"6'1"" (185cm)","6'3"" (191cm)"
jared-rhoden,NBA 2K25,70,Toronto Raptors,"6'5"" (196cm)","6'9"" (206cm)"
jared-rhoden,NBA 2K24,69,Detroit Pistons,"6'5"" (196cm)","6'9"" (206cm)"
jared-rhoden,NBA 2K23,69,Detroit Pistons,"6'5"" (196cm)","6'9"" (206cm)"
lebron-james,NBA 2K25,96,Los Angeles Lakers,"6'9"" (206cm)","7'0"" (213cm)"
lebron-james,NBA 2K24,96,Los Angeles Lakers,"6'9"" (206cm)","7'0"" (213cm)"
lebron-james,NBA 2K23,96,Los Angeles Lakers,"6'9"" (206cm)","7'0"" (213cm)"
lebron-james,NBA 2K22,96,Los Angeles Lakers,"6'9"" (206cm)","7'0"" (213cm)"
lebron-james,NBA 2K21,97,Los Angeles Lakers,"6'9"" (206cm)","7'0"" (213cm)"
lebron-james,NBA 2K20,97,Los Angeles Lakers,"6'9"" (206cm)","7'0"" (213cm)"
lebron-james,NBA 2K19,98,Los Angeles Lakers,"6'9"" (206cm)","7'0"" (213cm)"
lebron-james,NBA 2K18,97,Cleveland Cavaliers,"6'9"" (206cm)","7'0"" (213cm)"
lebron-james,NBA 2K17,96,Cleveland Cavaliers,"6'9"" (206cm)","7'0"" (213cm)"
