year,rank,name,rating
2018,34,Kevin Love,86
2018,34,Kemba Walker,86
2018,39,Marc Gasol,85
2018,39,Jrue Holiday,85
2018,39,Kyle Lowry,85
2018,39,Hassan Whiteside,85
2018,43,Steven Adams,84
2018,43,Jaylen Brown,84
2018,43,Clint Capela,84
2018,43,Goran Dragic,84
2018,43,Khris Middleton,84
2018,48,Mike Conley,83
2018,48,Gary Harris,83
2018,48,D'Angelo Russell,83
2018,51,Harrison Barnes,82
2018,51,Aaron Gordon,82
2018,51,Tobias Harris,82
2018,51,Brandon Ingram,82
2018,51,Lauri Markkanen,82
2018,51,Paul Millsap,82
2018,51,Jonas Valanciunas,82
2018,51,Louis Williams,82
2018,59,Eric Bledsoe,81
2018,59,Eric Gordon,81
2018,59,Dwight Howard,81
2018,59,Jamal Murray,81
2018,59,Jabari Parker,81
2018,59,Otto Porter,81
2018,59,Dennis Schroeder,81
2018,59,Nikola Vucevic,81
2018,59,Andrew Wiggins,81
2018,68,Tyreke Evans,80
2018,68,Kyle Kuzma,80
2018,68,Zach LaVine,80
2018,68,Julius Randle,80
2018,68,Isaiah Thomas,80
2018,68,Myles Turner,80
2018,68,TJ Warren,80
2018,75,Carmelo Anthony,79
2018,75,Deandre Ayton,79
2018,75,Lonzo Ball,79
2018,75,Will Barton,79
2018,75,Bojan Bogdanovic,79
2018,75,Malcolm Brogdon,79
2018,75,Willie Cauley-Stein,79
2018,75,John Collins,79
2018,75,Darren Collison,79
2018,75,Robert Covington,79
2018,75,Spencer Dinwiddie,79
2018,75,Luka Doncic,79
2018,75,Derrick Favors,79
2018,75,Evan Fournier,79
2018,75,Pau Gasol,79
2018,75,Buddy Hield,79
2018,75,Serge Ibaka,79
2018,75,Joe Ingles,79
2018,75,Reggie Jackson,79
2018,75,Enes Kanter,79
2018,75,Brook Lopez,79
2018,75,Nikola Mirotic,79
2018,75,Jusuf Nurkic,79
2018,75,Bobby Portis,79
2018,75,Taurean Prince,79
2018,75,JJ Redick,79
2018,75,Rajon Rondo,79
2018,75,Terry Rozier,79
2018,75,Ricky Rubio,79
2018,75,Domantas Sabonis,79
2018,75,Dario Saric,79
2018,75,Jeff Teague,79
2018,75,Dwyane Wade,79
2018,108,Bam Adebayo,78
2018,108,Jarrett Allen,78
2018,108,Trevor Ariza,78
2018,108,Marvin Bagley,78
2018,108,Patrick Beverley,78
2018,108,Kris Dunn,78
2018,108,De'Aaron Fox,78
2018,108,Rudy Gay,78
2018,108,Tim Hardaway Jr,78
2018,108,Rondae Hollis-Jefferson,78
2018,108,Jaren Jackson Jr,78
2018,108,Jeremy Lamb,78
2018,108,Jeremy Lin,78
2018,108,Dejounte Murray,78
2018,108,Dirk Nowitzki,78
2018,108,Zach Randolph,78
2018,108,Josh Richardson,78
2018,108,Austin Rivers,78
2018,108,Marcus Smart,78
2018,108,Dennis Smith,78
2018,108,Thaddeus Young,78
2018,129,Kyle Anderson,77
2018,129,Mo Bamba,77
2018,129,Nicolas Batum,77
2018,129,Kent Bazemore,77
2018,129,Jordan Bell,77
2018,129,Bogdan Bogdanovic,77
2018,129,Avery Bradley,77
2018,129,DeMarre Carroll,77
2018,129,Wendell Carter,77
2018,129,Wilson Chandler,77
2018,129,Jamal Crawford,77
2018,129,Dewayne Dedmon,77
2018,129,Danilo Gallinari,77
2018,129,Manu Ginobili,77
2018,129,Marcin Gortat,77
2018,129,Gerald Green,77
2018,129,John Henson,77
2018,129,Nenê,77
2018,129,Andre Iguodala,77
2018,129,Ersan Ilyasova,77
2018,129,Josh Jackson,77
2018,129,James Johnson,77
2018,129,Alex Len,77
2018,129,Robin Lopez,77
2018,129,Wesley Matthews,77
2018,129,JaVale McGee,77
2018,129,Marcus Morris,77
2018,129,Markieff Morris,77
2018,129,Larry Nance Jr,77
2018,129,Nerlens Noel,77
2018,129,Kelly Olynyk,77
2018,129,Elfrid Payton,77
2018,129,Pascal Siakam,77
2018,129,Jonathon Simmons,77
2018,129,Fred VanVleet,77
2018,129,Delon Wright,77
2018,129,Trae Young,77
2018,129,Cody Zeller,77
2018,167,Al-Farouq Aminu,76
2018,167,OG Anunoby,76
2018,167,DJ Augustin,76
2018,167,Jose Juan Barea,76
2018,167,Michael Beasley,76
2018,167,Marco Belinelli,76
2018,167,Reggie Bullock,76
2018,167,Kentavious Caldwell-Pope,76
2018,167,Jordan Clarkson,76
2018,167,Allen Crabbe,76
2018,167,Jae Crowder,76
2018,167,Ed Davis,76
2018,167,Wayne Ellington,76
2018,167,Kenneth Faried,76
2018,167,Markelle Fultz,76
2018,167,Taj Gibson,76
2018,167,Jeff Green,76
2018,167,Montrezl Harrell,76
2018,167,Josh Hart,76
2018,167,Willy Hernangomez,76
2018,167,Mario Hezonja,76
2018,167,George Hill,76
2018,167,Jonathan Isaac,76
2018,167,Al Jefferson,76
2018,167,Tyler Johnson,76
2018,167,Frank Kaminsky,76
2018,167,Kosta Koufos,76
2018,167,Courtney Lee,76
2018,167,Caris LeVert,76
2018,167,Trey Lyles,76
2018,167,Salah Mejri,76
2018,167,Patrick Mills,76
2018,167,Greg Monroe,76
2018,167,Shabazz Napier,76
2018,167,Kyle O'Quinn,76
2018,167,Kelly Oubre,76
2018,167,Zaza Pachulia,76
2018,167,Tony Parker,76
2018,167,Mason Plumlee,76
2018,167,Michael Porter,76
2018,167,Dwight Powell,76
2018,167,Andre Roberson,76
2018,167,Tomas Satoransky,76
2018,167,Mike Scott,76
2018,167,Thabo Sefolosha,76
2018,167,Collin Sexton,76
2018,167,Ishmael Smith,76
2018,167,Lance Stephenson,76
2018,167,Tristan Thompson,76
2018,167,PJ Tucker,76
2018,167,Dion Waiters,76
2018,167,Marvin Williams,76
2018,167,Justise Winslow,76
2018,167,Tyler Zeller,76
2018,221,Ryan Anderson,75
2018,221,Aron Baynes,75
2018,221,Davis Bertans,75
2018,221,Nemanja Bjelica,75
2018,221,Dillon Brooks,75
2018,221,Trey Burke,75
2018,221,Alec Burks,75
2018,221,Omri Casspi,75
2018,221,Tyson Chandler,75
2018,221,Seth Curry,75
2018,221,Troy Daniels,75
2018,221,Gorgui Dieng,75
2018,221,James Ennis,75
2018,221,Raymond Felton,75
2018,221,Jerami Grant,75
2018,221,JaMychal Green,75
2018,221,Danny Green,75
2018,221,Joe Harris,75
2018,221,Richaun Holmes,75
2018,221,Rodney Hood,75
2018,221,Jonas Jerebko,75
2018,221,Amir Johnson,75
2018,221,Michael Kidd-Gilchrist,75
2018,221,Kevin Knox,75
2018,221,Kyle Korver,75
2018,221,Skal Labissiere,75
2018,221,Shaun Livingston,75
2018,221,Boban Marjanovic,75
2018,221,Luc Mbah a Moute,75
2018,221,TJ McConnell,75
2018,221,CJ Miles,75
2018,221,E'Twaun Moore,75
2018,221,Cedi Osman,75
2018,221,Chandler Parsons,75
2018,221,Jakob Poeltl,75
2018,221,Glenn Robinson III,75
2018,221,Derrick Rose,75
2018,221,JR Smith,75
2018,221,Ekpe Udoh,75
2018,221,Alan Williams,75
2018,261,Bismack Biyombo,74
2018,261,Andrew Bogut,74
2018,261,Miles Bridges,74
2018,261,Mikal Bridges,74
2018,261,Vince Carter,74
2018,261,Marquese Chriss,74
2018,261,Quinn Cook,74
2018,261,Dante Exum,74
2018,261,Yogi Ferrell,74
2018,261,Channing Frye,74
2018,261,Langston Galloway,74
2018,261,Jerian Grant,74
2018,261,Andrew Harrison,74
2018,261,Justin Holiday,74
2018,261,Stanley Johnson,74
2018,261,Terrence Jones,74
2018,261,Tyus Jones,74
2018,261,Cory Joseph,74
2018,261,Brandon Knight,74
2018,261,Jon Leuer,74
2018,261,Ian Mahinmi,74
2018,261,Rodney McGruder,74
2018,261,Malik Monk,74
2018,261,Timofey Mozgov,74
2018,261,Emmanuel Mudiay,74
2018,261,Mike Muscala,74
2018,261,Frank Ntilikina,74
2018,261,Royce O'Neale,74
2018,261,Patrick Patterson,74
2018,261,Norman Powell,74
2018,261,Terrence Ross,74
2018,261,Wayne Selden,74
2018,261,Garrett Temple,74
2018,261,Milos Teodosic,74
2018,261,Daniel Theis,74
2018,261,Anthony Tolliver,74
2018,261,Tyler Ulis,74
2018,261,Denzel Valentine,74
2018,261,Nick Young,74
2018,300,Grayson Allen,73
2018,300,Ron Baker,73
2018,300,Dragan Bender,73
2018,300,Corey Brewer,73
2018,300,MarShon Brooks,73
2018,300,Jose Calderon,73
2018,300,Deyonta Davis,73
2018,300,Matthew Dellavedova,73
2018,300,Harry Giles,73
2018,300,Shai Gilgeous-Alexander,73
2018,300,Moe Harkless,73
2018,300,Juan Hernangomez,73
2018,300,Solomon Hill,73
2018,300,Justin Jackson,73
2018,300,Maxi Kleber,73
2018,300,Shelvin Mack,73
2018,300,Jarell Martin,73
2018,300,Doug McDermott,73
2018,300,Ben McLemore,73
2018,300,Darius Miller,73
2018,300,Shabazz Muhammad,73
2018,300,Joakim Noah,73
2018,300,David Nwaba,73
2018,300,Jahlil Okafor,73
2018,300,Emeka Okafor,73
2018,300,Iman Shumpert,73
2018,300,Tony Snell,73
2018,300,Evan Turner,73
2018,300,Lonnie Walker,73
2018,300,Robert Williams,73
2018,300,Ante Zizic,73
2018,300,Ivica Zubac,73
2018,332,Alex Abrines,72
2018,332,Alexis Ajinca,72
2018,332,Cole Aldrich,72
2018,332,Justin Anderson,72
2018,332,Malik Beasley,72
2018,332,Isaiah Canaan,72
2018,332,Tyler Cavanaugh,72
2018,332,Ian Clark,72
2018,332,Pat Connaughton,72
2018,332,Luol Deng,72
2018,332,Cheick Diallo,72
2018,332,Donte DiVincenzo,72
2018,332,Jared Dudley,72
2018,332,Jacob Evans,72
2018,332,Dorian Finney-Smith,72
2018,332,Bryn Forbes,72
2018,332,Tim Frazier,72
2018,332,Jonathan Gibson,72
2018,332,Archie Goodwin,72
2018,332,Devin Harris,72
2018,332,Aaron Holiday,72
2018,332,Jarrett Jack,72
2018,332,Luke Kennard,72
2018,332,TJ Leaf,72
2018,332,Thon Maker,72
2018,332,Patrick McCaw,72
2018,332,Jodie Meeks,72
2018,332,Eric Moreland,72
2018,332,Johnathan Motley,72
2018,332,Raul Neto,72
2018,332,James Nunnally,72
2018,332,Quincy Pondexter,72
2018,332,Ivan Rabb,72
2018,332,Jerome Robinson,72
2018,332,Zhaire Smith,72
2018,332,Sindarius Thornwell,72
2018,332,Moritz Wagner,72
2018,332,Brad Wanamaker,72
2018,370,Quincy Acy,71
2018,370,Dwayne Bacon,71
2018,370,Khem Birch,71
2018,370,Troy Brown,71
2018,370,Dante Cunningham,71
2018,370,Sam Dekker,71
2018,370,Cristiano Felicio,71
2018,370,Kevin Huerter,71
2018,370,Chandler Hutchison,71
2018,370,Derrick Jones,71
2018,370,Furkan Korkmaz,71
2018,370,Meyers Leonard,71
2018,370,Kevon Looney,71
2018,370,Frank Mason,71
2018,370,Dzanan Musa,71
2018,370,Josh Okogie,71
2018,370,Cameron Payne,71
2018,370,Landry Shamet,71
2018,370,Omari Spellman,71
2018,370,Nik Stauskas,71
2018,370,Noah Vonleh,71
2018,370,Isaiah Whitehead,71
2018,370,Troy Williams,71
2018,393,Darrell Arthur,70
2018,393,Keita Bates-Diop,70
2018,393,DeAndre Bembry,70
2018,393,Tony Bradley,70
2018,393,Sterling Brown,70
2018,393,Jalen Brunson,70
2018,393,Jevon Carter,70
2018,393,Zach Collins,70
2018,393,Torrey Craig,70
2018,393,Tyler Dorsey,70
2018,393,Devonte Graham,70
2018,393,Udonis Haslem,70
2018,393,Wesley Iwundu,70
2018,393,Frank Jackson,70
2018,393,Wesley Johnson,70
2018,393,Jake Layman,70
2018,393,Timothe Luwawu,70
2018,393,Sviatoslav Mykhailiuk,70
2018,393,Monte Morris,70
2018,393,Elie Okobo,70
2018,393,Justin Patton,70
2018,393,Miles Plumlee,70
2018,393,Mitchell Robinson,70
2018,393,Caleb Swanigan,70
2018,393,Khyri Thomas,70
2018,393,Briante Weber,70
2018,393,DJ Wilson,70
2018,393,James Young,70
2018,421,Jerryd Bayless,69
2018,421,Antonio Blakeney,69
2018,421,Jonah Bolden,69
2018,421,Bruce Brown,69
2018,421,Lorenzo Brown,69
2018,421,Michael Carter-Williams,69
2018,421,Hamidou Diallo,69
2018,421,Damyean Dotson,69
2018,421,Henry Ellenson,69
2018,421,Jawun Evans,69
2018,421,Kay Felder,69
2018,421,Terrance Ferguson,69
2018,421,Melvin Frazier,69
2018,421,Treveon Graham,69
2018,421,Shaquille Harrison,69
2018,421,Danuel House,69
2018,421,Alize Johnson,69
2018,421,Damian Jones,69
2018,421,Rodions Kurucs,69
2018,421,Tyler Lydon,69
2018,421,Georges Niang,69
2018,421,Chinanu Onuaku,69
2018,421,Alex Poythress,69
2018,421,Chasson Randle,69
2018,421,Malachi Richardson,69
2018,421,JaKarr Sampson,69
2018,421,Anfernee Simons,69
2018,421,Jason Smith,69
2018,421,Lance Thomas,69
2018,421,Gary Trent Jr,69
2018,421,Jarred Vanderbilt,69
2018,421,Derrick White,69
2018,421,CJ Williams,69
2018,421,Guerschon Yabusele,69
2018,455,Ike Anigbogu,68
2018,455,Omer Asik,68
2018,455,Wade Baldwin,68
2018,455,Isaac Bonga,68
2018,455,Thomas Bryant,68
2018,455,Alex Caruso,68
2018,455,Isaiah Hartenstein,68
2018,455,Josh Huestis,68
2018,455,Demetrius Jackson,68
2018,455,Jalen Jones,68
2018,455,Abdel Nader,68
2018,455,Semi Ojeleye,68
2018,455,Gary Payton II,68
2018,455,Davon Reed,68
2018,455,Raymond Spalding,68
2018,470,Amile Jefferson,67
2018,470,Damion Lee,67
2018,470,Walter Lemon Jr,67
2018,470,Devin Robinson,67
2018,470,Edmond Sumner,67
2018,470,CJ Wilcox,67
2018,476,Jabari Bird,66
2018,476,Chris Boucher,66
2018,476,Bruno Caboclo,66
2018,476,Antonius Cleveland,66
2018,476,PJ Dozier,66
2018,476,Daniel Hamilton,66
2018,476,John Holland,66
2018,476,Jaylen Morris,66
2018,476,Zhou Qi,66
2018,476,Travis Wear,66
2018,486,Marcus Georges-Hunt,65
2018,486,Reggie Hearn,65
2018,486,Isaiah Hicks,65
2018,486,RJ Hunter,65
2018,486,Luke Kornet,65
2018,486,Naz Long,65
2019,1,LeBron James,97
2019,1,Kawhi Leonard,97
2019,3,Giannis Antetokounmpo,96
2019,3,Kevin Durant,96
2019,3,James Harden,96
2019,6,Stephen Curry,95
2019,7,Anthony Davis,94
2019,8,Paul George,93
2019,9,Damian Lillard,92
2019,10,Joel Embiid,91
2019,10,Kyrie Irving,91
2019,12,Nikola Jokic,90
2019,12,Russell Westbrook,90
2019,14,Klay Thompson,89
2019,14,Karl-Anthony Towns,89
2019,16,Jimmy Butler,88
2019,16,Rudy Gobert,88
2019,16,Blake Griffin,88
2019,16,Donovan Mitchell,88
2019,16,Kemba Walker,88
2019,21,Luka Doncic,87
2019,21,LaMarcus Aldridge,87
2019,21,Bradley Beal,87
2019,21,Mike Conley,87
2019,21,DeMar DeRozan,87
2019,21,CJ McCollum,87
2019,21,Victor Oladipo,87
2019,21,Kristaps Porzingis,87
2019,21,D'Angelo Russell,87
2019,21,Pascal Siakam,87
2019,21,Ben Simmons,87
2019,32,De'Aaron Fox,86
2019,32,Devin Booker,86
2019,32,DeMarcus Cousins,86
2019,32,Andre Drummond,86
2019,32,Draymond Green,86
2019,32,Jrue Holiday,86
2019,32,Nikola Vucevic,86
2019,32,John Wall,86
2019,40,Jayson Tatum,85
2019,40,Trae Young,85
2019,40,Eric Bledsoe,85
2019,40,Clint Capela,85
2019,40,Tobias Harris,85
2019,40,Al Horford,85
2019,40,Zach LaVine,85
2019,40,Kyle Lowry,85
2019,40,Khris Middleton,85
2019,40,Chris Paul,85
2019,50,John Collins,84
2019,50,Buddy Hield,84
2019,50,Kyle Kuzma,84
2019,50,Jamal Murray,84
2019,50,Louis Williams,84
2019,55,Marvin Bagley,83
2019,55,Bojan Bogdanovic,83
2019,55,Malcolm Brogdon,83
2019,55,Danilo Gallinari,83
2019,55,Montrezl Harrell,83
2019,55,Kevin Love,83
2019,55,Lauri Markkanen,83
2019,55,Jusuf Nurkic,83
2019,55,Julius Randle,83
2019,64,Marc Gasol,82
2019,64,Steven Adams,82
2019,64,Deandre Ayton,82
2019,64,Spencer Dinwiddie,82
2019,64,Jaren Jackson Jr,82
2019,64,Paul Millsap,82
2019,64,Marcus Smart,82
2019,64,Myles Turner,82
2019,72,Serge Ibaka,81
2019,72,Zion Williamson,81
2019,72,Rudy Gay,81
2019,72,Aaron Gordon,81
2019,72,Brandon Ingram,81
2019,72,DeAndre Jordan,81
2019,72,Domantas Sabonis,81
2019,72,Jonas Valanciunas,81
2019,72,Hassan Whiteside,81
2019,81,Derrick Rose,80
2019,81,Robert Covington,80
2019,81,Derrick Favors,80
2019,81,Gordon Hayward,80
2019,81,Reggie Jackson,80
2019,81,Enes Kanter,80
2019,81,Otto Porter,80
2019,81,JJ Redick,80
2019,81,Josh Richardson,80
2019,81,TJ Warren,80
2019,91,Ja Morant,79
2019,91,Bam Adebayo,79
2019,91,Jarrett Allen,79
2019,91,Lonzo Ball,79
2019,91,Harrison Barnes,79
2019,91,Patrick Beverley,79
2019,91,Jaylen Brown,79
2019,91,Willie Cauley-Stein,79
2019,91,Goran Dragic,79
2019,91,Shai Gilgeous-Alexander,79
2019,91,Gary Harris,79
2019,91,Joe Ingles,79
2019,91,Jeremy Lamb,79
2019,91,Brook Lopez,79
2019,91,JaVale McGee,79
2019,91,Mitchell Robinson,79
2019,91,Terrence Ross,79
2019,91,Tristan Thompson,79
2019,91,PJ Tucker,79
2019,91,Fred VanVleet,79
2019,91,Andrew Wiggins,79
2019,91,Thaddeus Young,79
2019,113,RJ Barrett,78
2019,113,Ricky Rubio,78
2019,113,Will Barton,78
2019,113,Bogdan Bogdanovic,78
2019,113,Thomas Bryant,78
2019,113,Wendell Carter,78
2019,113,Jordan Clarkson,78
2019,113,Evan Fournier,78
2019,113,Eric Gordon,78
2019,113,JaMychal Green,78
2019,113,Joe Harris,78
2019,113,Andre Iguodala,78
2019,113,Caris LeVert,78
2019,113,Marcus Morris,78
2019,113,Dejounte Murray,78
2019,113,Larry Nance Jr,78
2019,113,Kelly Olynyk,78
2019,113,Kelly Oubre,78
2019,113,Jabari Parker,78
2019,113,Bobby Portis,78
2019,113,Terry Rozier,78
2019,113,Dennis Schroeder,78
2019,113,Jeff Teague,78
2019,113,Derrick White,78
2019,113,Justise Winslow,78
2019,138,Darius Garland,77
2019,138,De'Andre Hunter,77
2019,138,Al-Farouq Aminu,77
2019,138,Mo Bamba,77
2019,138,Nicolas Batum,77
2019,138,Malik Beasley,77
2019,138,Nemanja Bjelica,77
2019,138,DeMarre Carroll,77
2019,138,Ed Davis,77
2019,138,Taj Gibson,77
2019,138,Jerami Grant,77
2019,138,Danny Green,77
2019,138,Tim Hardaway Jr,77
2019,138,Alex Len,77
2019,138,Kevon Looney,77
2019,138,Monte Morris,77
2019,138,Nerlens Noel,77
2019,138,Mason Plumlee,77
2019,138,Jakob Poeltl,77
2019,138,Dwight Powell,77
2019,138,Taurean Prince,77
2019,138,Dario Saric,77
2019,138,Collin Sexton,77
2019,138,Dennis Smith,77
2019,138,Cody Zeller,77
2019,138,Ivica Zubac,77
2019,138,Jarrett Culver,77
2019,165,Willy Hernangomez,76
2019,165,Trevor Ariza,76
2019,165,DJ Augustin,76
2019,165,Jose Juan Barea,76
2019,165,Michael Beasley,76
2019,165,Davis Bertans,76
2019,165,Avery Bradley,76
2019,165,Miles Bridges,76
2019,165,Jalen Brunson,76
2019,165,Kentavious Caldwell-Pope,76
2019,165,Jae Crowder,76
2019,165,Dewayne Dedmon,76
2019,165,Gorgui Dieng,76
2019,165,Gerald Green,76
2019,165,Jeff Green,76
2019,165,Rodney Hood,76
2019,165,Kevin Huerter,76
2019,165,Ersan Ilyasova,76
2019,165,Jonathan Isaac,76
2019,165,Josh Jackson,76
2019,165,Frank Kaminsky,76
2019,165,Michael Kidd-Gilchrist,76
2019,165,Kevin Knox,76
2019,165,Meyers Leonard,76
2019,165,Wesley Matthews,76
2019,165,Emmanuel Mudiay,76
2019,165,Jahlil Okafor,76
2019,165,Elfrid Payton,76
2019,165,Michael Porter,76
2019,165,Austin Rivers,76
2019,165,Andre Roberson,76
2019,165,Rajon Rondo,76
2019,165,Landry Shamet,76
2019,165,Daniel Theis,76
2019,165,Isaiah Thomas,76
2019,165,Dion Waiters,76
2019,165,Marvin Williams,76
2019,165,Delon Wright,76
2019,165,Coby White,76
2019,204,Pau Gasol,75
2019,204,Aron Baynes,75
2019,204,Kent Bazemore,75
2019,204,Marco Belinelli,75
2019,204,Bismack Biyombo,75
2019,204,Mikal Bridges,75
2019,204,Wilson Chandler,75
2019,204,Damyean Dotson,75
2019,204,Kris Dunn,75
2019,204,Wayne Ellington,75
2019,204,Bryn Forbes,75
2019,204,Josh Hart,75
2019,204,John Henson,75
2019,204,Mario Hezonja,75
2019,204,George Hill,75
2019,204,Rondae Hollis-Jefferson,75
2019,204,Richaun Holmes,75
2019,204,James Johnson,75
2019,204,Luke Kennard,75
2019,204,Kyle Korver,75
2019,204,Rodions Kurucs,75
2019,204,Jake Layman,75
2019,204,Robin Lopez,75
2019,204,Trey Lyles,75
2019,204,Boban Marjanovic,75
2019,204,TJ McConnell,75
2019,204,Patrick Mills,75
2019,204,Malik Monk,75
2019,204,Markieff Morris,75
2019,204,Shabazz Napier,75
2019,204,Cedi Osman,75
2019,204,Tomas Satoransky,75
2019,204,Mike Scott,75
2019,204,Noah Vonleh,75
2019,204,Allonzo Trier,75
2019,239,Juan Hernangomez,74
2019,239,Kyle Anderson,74
2019,239,Jordan Bell,74
2019,239,Khem Birch,74
2019,239,Dillon Brooks,74
2019,239,Reggie Bullock,74
2019,239,Zach Collins,74
2019,239,Pat Connaughton,74
2019,239,Quinn Cook,74
2019,239,Torrey Craig,74
2019,239,Seth Curry,74
2019,239,Cheick Diallo,74
2019,239,Yogi Ferrell,74
2019,239,Markelle Fultz,74
2019,239,Harry Giles,74
2019,239,Moe Harkless,74
2019,239,Justin Jackson,74
2019,239,Tyler Johnson,74
2019,239,Derrick Jones,74
2019,239,Cory Joseph,74
2019,239,Maxi Kleber,74
2019,239,TJ Leaf,74
2019,239,Doug McDermott,74
2019,239,E'Twaun Moore,74
2019,239,Joakim Noah,74
2019,239,Kyle O'Quinn,74
2019,239,Chandler Parsons,74
2019,239,Norman Powell,74
2019,239,Ivan Rabb,74
2019,239,Glenn Robinson III,74
2019,239,Denzel Valentine,74
2019,239,Robert Williams,74
2019,239,Christian Wood,74
2019,239,Jaxson Hayes,74
2019,239,Rui Hachimura,74
2019,274,OG Anunoby,73
2019,274,Dwayne Bacon,73
2019,274,DeAndre Bembry,73
2019,274,Jonah Bolden,73
2019,274,Sterling Brown,73
2019,274,Bruce Brown,73
2019,274,Troy Brown,73
2019,274,Alec Burks,73
2019,274,Alex Caruso,73
2019,274,Tyson Chandler,73
2019,274,Allen Crabbe,73
2019,274,Matthew Dellavedova,73
2019,274,James Ennis,73
2019,274,Dorian Finney-Smith,73
2019,274,Shaquille Harrison,73
2019,274,Aaron Holiday,73
2019,274,Danuel House,73
2019,274,Stanley Johnson,73
2019,274,Tyus Jones,73
2019,274,Furkan Korkmaz,73
2019,274,Ian Mahinmi,73
2019,274,CJ Miles,73
2019,274,Mike Muscala,73
2019,274,Frank Ntilikina,73
2019,274,David Nwaba,73
2019,274,Royce O'Neale,73
2019,274,Semi Ojeleye,73
2019,274,Josh Okogie,73
2019,274,Jonathon Simmons,73
2019,274,Ishmael Smith,73
2019,274,Tony Snell,73
2019,274,Omari Spellman,73
2019,274,Garrett Temple,73
2019,274,Evan Turner,73
2019,274,Lonnie Walker,73
2019,274,Brad Wanamaker,73
2019,274,Ante Zizic,73
2019,274,Tyler Herro,73
2019,274,Vincent Poirier,73
2019,274,Sekou Doumbouya,73
2019,274,Brandon Clarke,73
2019,274,Nicolo Melli,73
2019,274,Nassir Little,73
2019,317,Grayson Allen,72
2019,317,Antonio Blakeney,72
2019,317,Michael Carter-Williams,72
2019,317,Troy Daniels,72
2019,317,Donte DiVincenzo,72
2019,317,Jared Dudley,72
2019,317,Cristiano Felicio,72
2019,317,Tim Frazier,72
2019,317,Langston Galloway,72
2019,317,Justin Holiday,72
2019,317,Chandler Hutchison,72
2019,317,Wesley Iwundu,72
2019,317,Brandon Knight,72
2019,317,Courtney Lee,72
2019,317,Thon Maker,72
2019,317,Patrick McCaw,72
2019,317,Rodney McGruder,72
2019,317,Darius Miller,72
2019,317,Raul Neto,72
2019,317,Georges Niang,72
2019,317,Cameron Payne,72
2019,317,Anfernee Simons,72
2019,317,Zhaire Smith,72
2019,317,Anthony Tolliver,72
2019,317,DJ Wilson,72
2019,317,Alfonzo McKinnie,72
2019,317,Romeo Langford,72
2019,317,Grant Williams,72
2019,317,Nicolas Claxton,72
2019,317,PJ Washington,72
2019,317,Ryan Arcidiacono,72
2019,317,Kevin Porter,72
2019,317,Ryan Broekhoff,72
2019,317,Goga Bitadze,72
2019,317,De'Anthony Melton,72
2019,317,Kenrich Williams,72
2019,317,Nickeil Alexander-Walker,72
2019,317,Chuma Okeke,72
2019,317,Matisse Thybulle,72
2019,317,Cameron Johnson,72
2019,317,Ty Jerome,72
2019,317,Luka Samanic,72
2019,317,Keldon Johnson,72
2019,317,Matt Thomas,72
2019,361,Chris Boucher,71
2019,361,Jevon Carter,71
2019,361,Deyonta Davis,71
2019,361,Jacob Evans,71
2019,361,Terrance Ferguson,71
2019,361,Daniel Gafford,71
2019,361,Treveon Graham,71
2019,361,Frank Jackson,71
2019,361,Luke Kornet,71
2019,361,Frank Mason,71
2019,361,Ben McLemore,71
2019,361,Dzanan Musa,71
2019,361,Elie Okobo,71
2019,361,Jerome Robinson,71
2019,361,JaKarr Sampson,71
2019,361,Edmond Sumner,71
2019,361,Gary Trent Jr,71
2019,361,Moritz Wagner,71
2019,361,Admiral Schofield,71
2019,361,Bruno Fernando,71
2019,361,Alen Smailagic,71
2019,361,Eric Paschall,71
2019,361,Carsen Edwards,71
2019,361,KZ Okpala,71
2019,361,Shake Milton,71
2019,361,Chimezie Metu,71
2019,387,Keita Bates-Diop,70
2019,387,Darius Bazley,70
2019,387,Tony Bradley,70
2019,387,Hamidou Diallo,70
2019,387,Melvin Frazier,70
2019,387,Solomon Hill,70
2019,387,Alize Johnson,70
2019,387,Skal Labissiere,70
2019,387,Tyler Lydon,70
2019,387,Sviatoslav Mykhailiuk,70
2019,387,Johnathan Motley,70
2019,387,Abdel Nader,70
2019,387,Miles Plumlee,70
2019,387,Caleb Swanigan,70
2019,387,Jarred Vanderbilt,70
2019,387,Jemerrio Jones,70
2019,387,Jordan Poole,70
2019,387,Talen Horton-Tucker,70
2019,387,Yante Maten,70
2019,387,Thanasis Antetokounmpo,70
2019,387,Naz Reid,70
2019,387,Ignas Brazdeikis,70
2019,387,Deonte Burton,70
2019,387,Justin James,70
2019,411,Henry Ellenson,69
2019,411,Devonte Graham,69
2019,411,Amile Jefferson,69
2019,411,Khyri Thomas,69
2019,411,Theo Pinson,69
2019,411,Gary Clark,69
2019,411,Terance Mann,69
2019,411,Cam Reynolds,69
2019,411,Tyrone Wallace,69
2019,411,Miye Oni,69
2019,411,Malcolm Miller,69
2019,422,Isaac Bonga,68
2019,422,Isaiah Hartenstein,68
2019,422,Jordan McRae,68
2019,422,Brandon Goodwin,68
2019,422,Michael Frazier,68
2019,422,Kostas Antetokounmpo,68
2019,422,Jalen Lecque,68
2019,429,Duncan Robinson,67
2020,1,Giannis Antetokounmpo,97
2020,1,LeBron James,97
2020,3,James Harden,96
2020,3,Kawhi Leonard,96
2020,5,Anthony Davis,95
2020,5,Kevin Durant,95
